83	116	2009-10-16
64	117	2009-10-16
118	7	2009-10-16
80	2	2009-10-16
80	20	2009-10-16
83	2	2009-10-16
96	0	2009-10-16
25	98	2009-10-16
83	20	2009-10-16
83	74	2009-10-16
119	63	2009-10-16
120	4	2009-10-16
80	32	2009-10-16
76	0	2009-10-16
121	109	2009-10-16
0	114	2009-10-16
122	77	2009-10-16
83	76	2009-10-16
121	78	2009-10-16
123	0	2009-10-16
109	76	2009-10-16
85	124	2009-10-16
30	76	2009-10-16
26	83	2009-10-16
119	30	2009-10-16
125	124	2009-10-16
121	116	2009-10-16
122	76	2009-10-16
68	0	2009-10-16
28	76	2009-10-16
120	76	2009-10-16
46	83	2009-10-16
119	0	2009-10-16
37	76	2009-10-16
37	76	2009-10-16
37	76	2009-10-16
109	30	2009-10-16
126	30	2009-10-16
116	0	2009-10-16
109	127	2009-10-16
128	124	2009-10-16
89	4	2009-10-16
85	30	2009-10-16
123	76	2009-10-16
128	127	2009-10-16
68	127	2009-10-16
4	127	2009-10-16
28	96	2009-10-16
26	96	2009-10-16
129	127	2009-10-16
43	120	2009-10-16
130	30	2009-10-16
131	96	2009-10-16
119	127	2009-10-16
95	32	2009-10-16
2	93	2009-10-16
132	96	2009-10-16
43	0	2009-10-16
133	25	2009-10-16
133	97	2009-10-16
103	30	2009-10-16
97	30	2009-10-16
3	30	2009-10-16
133	117	2009-10-16
83	134	2009-10-16
135	0	2009-10-16
136	127	2009-10-16
135	0	2009-10-16
93	30	2009-10-16
42	117	2009-10-16
133	3	2009-10-16
133	77	2009-10-16
37	96	2009-10-16
79	32	2009-10-16
120	120	2009-10-16
137	8	2009-10-16
61	64	2009-10-16
138	64	2009-10-16
101	134	2009-10-17
19	93	2009-10-17
122	64	2009-10-17
122	127	2009-10-17
128	127	2009-10-17
30	127	2009-10-17
29	127	2009-10-17
139	0	2009-10-17
140	33	2009-10-17
30	141	2009-10-17
142	63	2009-10-17
42	117	2009-10-17
140	143	2009-10-17
83	64	2009-10-17
26	0	2009-10-17
144	47	2009-10-17
145	109	2009-10-17
26	109	2009-10-17
144	140	2009-10-17
28	145	2009-10-17
3	127	2009-10-17
64	145	2009-10-17
0	127	2009-10-17
8	145	2009-10-17
3	93	2009-10-17
146	74	2009-10-17
4	145	2009-10-17
83	100	2009-10-17
100	0	2009-10-17
100	39	2009-10-17
147	46	2009-10-17
148	0	2009-10-17
149	117	2009-10-17
80	150	2009-10-17
80	76	2009-10-17
4	76	2009-10-17
151	108	2009-10-17
68	150	2009-10-17
120	76	2009-10-17
152	150	2009-10-17
136	150	2009-10-17
152	150	2009-10-17
93	150	2009-10-17
68	150	2009-10-17
127	150	2009-10-17
93	150	2009-10-17
3	150	2009-10-17
152	0	2009-10-17
68	103	2009-10-17
153	33	2009-10-17
69	145	2009-10-17
121	76	2009-10-17
154	150	2009-10-17
121	150	2009-10-17
76	150	2009-10-17
155	156	2009-10-17
157	103	2009-10-17
129	150	2009-10-17
109	150	2009-10-17
100	32	2009-10-17
109	109	2009-10-17
42	134	2009-10-17
158	30	2009-10-17
159	0	2009-10-17
94	80	2009-10-17
105	150	2009-10-17
105	150	2009-10-17
105	150	2009-10-17
133	134	2009-10-17
132	95	2009-10-17
133	100	2009-10-17
79	160	2009-10-17
132	160	2009-10-17
83	100	2009-10-17
128	70	2009-10-17
109	109	2009-10-17
161	76	2009-10-17
97	70	2009-10-17
26	70	2009-10-17
162	25	2009-10-17
120	143	2009-10-17
42	150	2009-10-17
97	134	2009-10-17
97	120	2009-10-17
128	163	2009-10-17
109	42	2009-10-17
120	164	2009-10-17
28	96	2009-10-17
0	163	2009-10-17
165	117	2009-10-18
128	3	2009-10-18
166	32	2009-10-18
108	70	2009-10-18
108	70	2009-10-18
108	30	2009-10-18
108	96	2009-10-18
167	150	2009-10-18
167	150	2009-10-18
108	70	2009-10-18
167	80	2009-10-18
97	164	2009-10-18
147	165	2009-10-18
42	168	2009-10-18
68	164	2009-10-18
42	97	2009-10-18
2	167	2009-10-18
26	156	2009-10-18
169	42	2009-10-18
133	97	2009-10-18
42	164	2009-10-18
42	167	2009-10-18
139	25	2009-10-18
169	76	2009-10-18
139	25	2009-10-18
170	97	2009-10-18
69	25	2009-10-18
120	25	2009-10-18
171	150	2009-10-18
101	97	2009-10-18
172	150	2009-10-18
147	96	2009-10-18
130	164	2009-10-18
173	28	2009-10-18
152	25	2009-10-18
173	30	2009-10-18
174	25	2009-10-18
120	175	2009-10-18
3	42	2009-10-18
176	177	2009-10-18
49	177	2009-10-18
68	177	2009-10-18
120	177	2009-10-18
100	25	2009-10-18
176	178	2009-10-18
68	25	2009-10-18
120	178	2009-10-18
179	178	2009-10-18
100	3	2009-10-18
0	180	2009-10-18
76	180	2009-10-18
30	25	2009-10-18
30	25	2009-10-18
181	175	2009-10-18
76	182	2009-10-18
120	70	2009-10-18
183	150	2009-10-18
183	150	2009-10-18
56	177	2009-10-18
133	175	2009-10-18
184	25	2009-10-18
109	25	2009-10-18
185	76	2009-10-18
26	76	2009-10-18
186	80	2009-10-18
3	76	2009-10-18
109	76	2009-10-18
2	177	2009-10-18
80	180	2009-10-18
187	70	2009-10-18
188	168	2009-10-18
79	182	2009-10-18
95	189	2009-10-18
69	139	2009-10-18
2	189	2009-10-18
188	95	2009-10-18
120	189	2009-10-18
136	189	2009-10-18
120	95	2009-10-18
28	95	2009-10-18
26	93	2009-10-18
190	175	2009-10-18
191	93	2009-10-18
130	95	2009-10-18
100	76	2009-10-18
192	25	2009-10-18
192	25	2009-10-18
193	160	2009-10-18
181	194	2009-10-18
3	26	2009-10-18
193	68	2009-10-18
195	0	2009-10-18
26	76	2009-10-18
93	26	2009-10-18
105	93	2009-10-18
149	93	2009-10-18
128	139	2009-10-18
196	25	2009-10-18
80	197	2009-10-18
198	199	2009-10-18
120	200	2009-10-18
181	200	2009-10-18
33	199	2009-10-18
69	199	2009-10-18
201	198	2009-10-18
0	202	2009-10-18
120	202	2009-10-18
134	0	2009-10-18
43	76	2009-10-18
203	114	2009-10-18
54	175	2009-10-18
132	68	2009-10-18
157	103	2009-10-18
186	6	2009-10-18
195	68	2009-10-18
166	26	2009-10-18
129	93	2009-10-18
101	114	2009-10-19
138	145	2009-10-19
204	145	2009-10-19
205	93	2009-10-19
140	95	2009-10-19
42	114	2009-10-19
142	206	2009-10-19
129	206	2009-10-19
97	114	2009-10-19
93	207	2009-10-19
56	208	2009-10-19
147	114	2009-10-19
196	0	2009-10-19
209	25	2009-10-19
196	80	2009-10-19
170	114	2009-10-19
147	120	2009-10-19
80	185	2009-10-19
51	6	2009-10-19
170	0	2009-10-19
173	28	2009-10-19
26	161	2009-10-19
210	208	2009-10-19
211	212	2009-10-19
185	207	2009-10-19
213	80	2009-10-19
214	80	2009-10-19
56	212	2009-10-19
42	127	2009-10-19
100	168	2009-10-19
215	25	2009-10-19
201	198	2009-10-19
181	216	2009-10-19
64	217	2009-10-19
42	76	2009-10-19
218	32	2009-10-19
54	185	2009-10-19
18	98	2009-10-19
219	26	2009-10-19
76	129	2009-10-19
127	129	2009-10-19
128	120	2009-10-19
28	96	2009-10-19
73	96	2009-10-19
76	220	2009-10-19
3	127	2009-10-19
3	220	2009-10-19
196	212	2009-10-19
76	212	2009-10-19
120	96	2009-10-19
109	127	2009-10-19
120	212	2009-10-19
120	220	2009-10-19
28	220	2009-10-19
69	25	2009-10-19
181	109	2009-10-19
156	220	2009-10-19
80	109	2009-10-19
69	127	2009-10-19
4	127	2009-10-19
198	96	2009-10-19
80	216	2009-10-19
16	127	2009-10-19
221	127	2009-10-19
16	127	2009-10-19
3	127	2009-10-19
193	127	2009-10-19
8	127	2009-10-19
203	89	2009-10-19
96	222	2009-10-19
203	222	2009-10-19
83	89	2009-10-19
89	222	2009-10-19
109	222	2009-10-19
157	222	2009-10-19
223	28	2009-10-19
83	224	2009-10-19
28	165	2009-10-19
3	222	2009-10-19
3	141	2009-10-19
225	127	2009-10-19
222	185	2009-10-19
226	127	2009-10-19
4	74	2009-10-19
64	165	2009-10-19
226	199	2009-10-19
47	220	2009-10-19
227	228	2009-10-19
64	109	2009-10-19
3	64	2009-10-19
198	165	2009-10-19
76	109	2009-10-19
76	222	2009-10-19
229	25	2009-10-19
4	109	2009-10-19
131	109	2009-10-19
64	230	2009-10-19
156	109	2009-10-19
120	222	2009-10-19
156	230	2009-10-19
120	230	2009-10-19
131	64	2009-10-19
134	127	2009-10-19
166	222	2009-10-19
128	85	2009-10-19
203	83	2009-10-19
0	230	2009-10-19
19	83	2009-10-19
131	127	2009-10-19
37	127	2009-10-19
0	127	2009-10-19
231	109	2009-10-19
19	222	2009-10-19
19	74	2009-10-19
19	89	2009-10-19
120	76	2009-10-19
113	76	2009-10-19
64	76	2009-10-19
121	76	2009-10-19
138	145	2009-10-19
74	76	2009-10-19
80	76	2009-10-20
232	230	2009-10-20
232	96	2009-10-20
233	230	2009-10-20
234	33	2009-10-20
139	83	2009-10-20
79	32	2009-10-20
139	127	2009-10-20
235	83	2009-10-20
203	74	2009-10-20
214	83	2009-10-20
31	74	2009-10-20
236	74	2009-10-20
237	127	2009-10-20
238	127	2009-10-20
239	127	2009-10-20
240	127	2009-10-20
241	127	2009-10-20
237	230	2009-10-20
97	242	2009-10-20
237	109	2009-10-20
152	243	2009-10-20
152	127	2009-10-20
141	109	2009-10-20
196	127	2009-10-20
244	195	2009-10-20
203	245	2009-10-20
43	76	2009-10-20
170	3	2009-10-20
133	216	2009-10-20
246	83	2009-10-20
247	127	2009-10-20
248	83	2009-10-20
249	127	2009-10-20
133	3	2009-10-20
145	241	2009-10-20
167	250	2009-10-20
251	127	2009-10-20
92	76	2009-10-20
202	83	2009-10-20
252	127	2009-10-20
97	95	2009-10-20
76	127	2009-10-20
25	109	2009-10-20
120	95	2009-10-20
188	92	2009-10-20
88	103	2009-10-20
80	25	2009-10-20
80	25	2009-10-20
3	92	2009-10-20
88	103	2009-10-20
94	25	2009-10-20
88	103	2009-10-20
88	150	2009-10-20
88	150	2009-10-20
120	33	2009-10-20
253	92	2009-10-20
157	103	2009-10-20
157	83	2009-10-20
145	25	2009-10-20
109	25	2009-10-20
0	0	2009-10-20
254	25	2009-10-20
121	25	2009-10-20
255	117	2009-10-20
139	93	2009-10-20
25	3	2009-10-20
121	216	2009-10-20
25	25	2009-10-20
256	250	2009-10-20
56	257	2009-10-20
4	243	2009-10-20
96	257	2009-10-20
149	245	2009-10-20
157	257	2009-10-20
80	56	2009-10-20
145	0	2009-10-20
122	25	2009-10-20
3	258	2009-10-20
259	207	2009-10-20
2	260	2009-10-20
80	261	2009-10-20
83	96	2009-10-20
203	96	2009-10-20
262	261	2009-10-20
41	263	2009-10-20
30	96	2009-10-20
85	96	2009-10-20
203	30	2009-10-20
83	30	2009-10-20
87	25	2009-10-20
139	30	2009-10-20
130	258	2009-10-20
83	30	2009-10-20
43	25	2009-10-20
187	30	2009-10-20
3	96	2009-10-20
264	0	2009-10-20
265	96	2009-10-20
219	25	2009-10-20
43	25	2009-10-20
162	30	2009-10-20
266	25	2009-10-20
266	25	2009-10-20
26	96	2009-10-20
187	0	2009-10-20
98	68	2009-10-20
196	0	2009-10-20
187	93	2009-10-20
80	267	2009-10-20
196	267	2009-10-20
43	25	2009-10-20
192	268	2009-10-20
120	269	2009-10-20
195	96	2009-10-20
192	25	2009-10-20
120	267	2009-10-20
43	269	2009-10-20
270	26	2009-10-20
270	93	2009-10-20
271	0	2009-10-20
47	272	2009-10-20
120	272	2009-10-20
119	30	2009-10-20
85	76	2009-10-20
37	26	2009-10-20
25	76	2009-10-20
47	97	2009-10-20
76	83	2009-10-20
166	76	2009-10-20
120	64	2009-10-20
2	76	2009-10-20
25	230	2009-10-20
181	83	2009-10-20
3	230	2009-10-20
37	93	2009-10-20
273	96	2009-10-20
85	203	2009-10-20
120	76	2009-10-20
274	26	2009-10-20
232	230	2009-10-20
181	109	2009-10-20
275	66	2009-10-20
276	68	2009-10-20
235	76	2009-10-20
19	272	2009-10-20
277	66	2009-10-20
138	267	2009-10-20
277	278	2009-10-20
249	96	2009-10-21
170	3	2009-10-21
129	203	2009-10-21
108	279	2009-10-21
56	56	2009-10-21
113	109	2009-10-21
108	89	2009-10-21
280	25	2009-10-21
122	203	2009-10-21
128	109	2009-10-21
281	85	2009-10-21
282	222	2009-10-21
283	278	2009-10-21
243	83	2009-10-21
203	109	2009-10-21
93	25	2009-10-21
282	109	2009-10-21
284	285	2009-10-21
147	264	2009-10-21
42	285	2009-10-21
230	109	2009-10-21
42	109	2009-10-21
161	26	2009-10-21
286	287	2009-10-21
282	76	2009-10-21
152	0	2009-10-21
152	138	2009-10-21
177	0	2009-10-21
76	26	2009-10-21
170	93	2009-10-21
170	25	2009-10-21
247	93	2009-10-21
232	93	2009-10-21
30	222	2009-10-21
198	222	2009-10-21
133	93	2009-10-21
264	92	2009-10-21
97	272	2009-10-21
97	247	2009-10-21
3	93	2009-10-21
42	33	2009-10-21
198	120	2009-10-21
198	33	2009-10-21
256	288	2009-10-21
65	26	2009-10-21
33	64	2009-10-21
4	26	2009-10-21
213	222	2009-10-21
289	26	2009-10-21
290	150	2009-10-21
4	150	2009-10-21
149	76	2009-10-21
101	285	2009-10-21
147	150	2009-10-21
181	288	2009-10-21
166	26	2009-10-21
152	278	2009-10-21
213	288	2009-10-21
7	26	2009-10-21
291	83	2009-10-21
157	47	2009-10-21
292	0	2009-10-21
7	64	2009-10-21
128	247	2009-10-21
26	293	2009-10-21
292	74	2009-10-21
113	293	2009-10-21
4	119	2009-10-21
256	119	2009-10-21
80	294	2009-10-21
295	119	2009-10-21
121	294	2009-10-21
296	26	2009-10-21
237	150	2009-10-21
237	150	2009-10-21
188	297	2009-10-21
42	119	2009-10-21
298	42	2009-10-21
122	219	2009-10-21
4	299	2009-10-21
145	178	2009-10-21
139	26	2009-10-21
203	76	2009-10-21
237	95	2009-10-21
28	297	2009-10-21
80	300	2009-10-21
131	76	2009-10-21
203	113	2009-10-21
237	300	2009-10-21
298	300	2009-10-21
213	301	2009-10-21
302	207	2009-10-21
303	150	2009-10-21
278	304	2009-10-21
303	150	2009-10-21
303	150	2009-10-21
303	150	2009-10-21
305	306	2009-10-21
96	92	2009-10-21
193	150	2009-10-21
41	304	2009-10-21
307	278	2009-10-21
120	299	2009-10-21
223	47	2009-10-21
2	127	2009-10-21
2	127	2009-10-21
210	304	2009-10-21
192	298	2009-10-21
79	127	2009-10-21
83	219	2009-10-21
80	308	2009-10-21
272	305	2009-10-21
198	237	2009-10-21
161	156	2009-10-21
119	203	2009-10-21
161	294	2009-10-21
203	272	2009-10-21
75	25	2009-10-21
309	300	2009-10-21
128	272	2009-10-21
95	304	2009-10-21
76	47	2009-10-21
310	303	2009-10-21
0	272	2009-10-21
43	156	2009-10-21
80	296	2009-10-21
130	301	2009-10-21
247	272	2009-10-21
120	303	2009-10-21
311	193	2009-10-21
312	308	2009-10-21
276	310	2009-10-21
4	296	2009-10-21
0	3	2009-10-21
25	296	2009-10-21
138	119	2009-10-21
170	0	2009-10-21
300	127	2009-10-21
157	313	2009-10-21
300	150	2009-10-21
109	296	2009-10-21
50	296	2009-10-21
314	70	2009-10-21
314	74	2009-10-21
315	304	2009-10-21
109	76	2009-10-22
316	313	2009-10-22
313	150	2009-10-22
165	165	2009-10-22
317	304	2009-10-22
122	158	2009-10-22
56	318	2009-10-22
287	74	2009-10-22
319	303	2009-10-22
196	165	2009-10-22
320	165	2009-10-22
321	156	2009-10-22
109	322	2009-10-22
323	193	2009-10-22
270	322	2009-10-22
314	139	2009-10-22
270	303	2009-10-22
89	303	2009-10-22
324	127	2009-10-22
299	25	2009-10-22
128	109	2009-10-22
301	301	2009-10-22
97	287	2009-10-22
237	230	2009-10-22
237	139	2009-10-22
325	150	2009-10-22
42	230	2009-10-22
326	0	2009-10-22
42	165	2009-10-22
327	165	2009-10-22
256	296	2009-10-22
169	43	2009-10-22
326	26	2009-10-22
256	288	2009-10-22
311	193	2009-10-22
326	139	2009-10-22
223	74	2009-10-22
51	25	2009-10-22
196	328	2009-10-22
83	74	2009-10-22
284	42	2009-10-22
203	287	2009-10-22
51	26	2009-10-22
152	150	2009-10-22
152	25	2009-10-22
256	250	2009-10-22
26	272	2009-10-22
76	329	2009-10-22
330	25	2009-10-22
80	331	2009-10-22
332	331	2009-10-22
247	333	2009-10-22
334	161	2009-10-22
145	263	2009-10-22
237	25	2009-10-22
187	25	2009-10-22
335	0	2009-10-22
336	43	2009-10-22
131	322	2009-10-22
336	272	2009-10-22
334	272	2009-10-22
247	76	2009-10-22
19	287	2009-10-22
297	76	2009-10-22
3	337	2009-10-22
120	109	2009-10-22
80	337	2009-10-22
26	76	2009-10-22
256	338	2009-10-22
42	272	2009-10-22
139	43	2009-10-22
339	340	2009-10-22
298	25	2009-10-22
341	340	2009-10-22
0	3	2009-10-22
157	325	2009-10-22
152	127	2009-10-22
198	127	2009-10-22
332	127	2009-10-22
76	303	2009-10-22
303	303	2009-10-22
76	303	2009-10-22
56	337	2009-10-22
42	26	2009-10-22
342	304	2009-10-22
343	95	2009-10-22
142	303	2009-10-22
243	303	2009-10-22
76	303	2009-10-22
2	127	2009-10-22
344	26	2009-10-22
42	326	2009-10-22
187	26	2009-10-22
109	303	2009-10-22
76	303	2009-10-22
109	127	2009-10-22
139	127	2009-10-22
109	127	2009-10-22
345	326	2009-10-22
203	127	2009-10-22
93	303	2009-10-22
109	346	2009-10-22
277	127	2009-10-22
339	346	2009-10-22
331	127	2009-10-22
237	47	2009-10-22
126	277	2009-10-22
293	347	2009-10-22
28	277	2009-10-22
348	26	2009-10-22
302	127	2009-10-22
270	318	2009-10-22
121	95	2009-10-22
237	96	2009-10-22
28	127	2009-10-22
349	127	2009-10-22
121	109	2009-10-22
42	326	2009-10-22
350	89	2009-10-22
43	76	2009-10-22
119	26	2009-10-22
33	33	2009-10-22
94	127	2009-10-22
305	127	2009-10-22
136	127	2009-10-22
136	303	2009-10-22
43	3	2009-10-22
94	127	2009-10-22
83	127	2009-10-22
2	303	2009-10-22
351	127	2009-10-22
188	83	2009-10-22
97	223	2009-10-22
223	331	2009-10-22
352	303	2009-10-22
223	64	2009-10-22
120	331	2009-10-22
2	331	2009-10-22
93	331	2009-10-22
244	30	2009-10-22
353	76	2009-10-22
223	303	2009-10-22
4	303	2009-10-22
4	354	2009-10-22
0	354	2009-10-22
351	303	2009-10-22
355	303	2009-10-22
97	356	2009-10-22
336	30	2009-10-22
2	0	2009-10-22
336	0	2009-10-22
76	303	2009-10-22
80	95	2009-10-22
101	0	2009-10-22
122	157	2009-10-22
139	303	2009-10-22
166	64	2009-10-22
43	0	2009-10-22
64	76	2009-10-22
43	357	2009-10-22
166	76	2009-10-22
76	358	2009-10-22
120	157	2009-10-22
109	76	2009-10-22
19	293	2009-10-22
120	358	2009-10-22
342	79	2009-10-22
64	230	2009-10-22
19	127	2009-10-22
19	303	2009-10-22
334	98	2009-10-22
109	2	2009-10-23
359	250	2009-10-23
25	76	2009-10-23
158	76	2009-10-23
233	195	2009-10-23
360	331	2009-10-23
360	303	2009-10-23
108	26	2009-10-23
108	47	2009-10-23
25	26	2009-10-23
108	272	2009-10-23
30	195	2009-10-23
122	76	2009-10-23
49	303	2009-10-23
317	76	2009-10-23
113	247	2009-10-23
42	357	2009-10-23
353	76	2009-10-23
361	127	2009-10-23
203	195	2009-10-23
362	127	2009-10-23
119	195	2009-10-23
86	76	2009-10-23
152	303	2009-10-23
363	303	2009-10-23
364	76	2009-10-23
223	30	2009-10-23
365	288	2009-10-23
149	303	2009-10-23
76	366	2009-10-23
170	272	2009-10-23
331	331	2009-10-23
42	2	2009-10-23
76	331	2009-10-23
281	47	2009-10-23
367	368	2009-10-23
120	165	2009-10-23
272	331	2009-10-23
36	28	2009-10-23
369	127	2009-10-23
85	370	2009-10-23
232	145	2009-10-23
25	331	2009-10-23
120	288	2009-10-23
364	331	2009-10-23
43	145	2009-10-23
332	222	2009-10-23
76	331	2009-10-23
25	43	2009-10-23
140	145	2009-10-23
0	145	2009-10-23
101	36	2009-10-23
371	198	2009-10-23
101	25	2009-10-23
332	25	2009-10-23
203	372	2009-10-23
